election,prov,enp_votes,periph_share,province
200803,05,2.097971074745442,0.0,Ávila
200803,06,2.1866510978771196,0.0,Badajoz
200803,07,2.4691632511946806,0.0,Baleares
200803,08,3.302268896277761,0.2657486370674131,Barcelona
200803,09,2.3109794265054724,0.0,Burgos
200803,10,2.191342927614699,0.0,Cáceres
200803,11,2.381660052921408,0.0,Cádiz
200803,12,2.2430365524854414,0.003443885670634668,Castellón
200803,13,2.1865277877436147,0.0,Ciudad Real
200803,14,2.409089737854613,0.0,Córdoba
200803,15,2.6756689988044946,0.12111288053140781,La Coruña
200803,16,2.1640456725393196,0.0,Cuenca
200803,17,3.653647449104715,0.41096758662510247,Gerona
200803,18,2.331636415779473,0.0,Granada
200803,19,2.296897886084828,0.0,Guadalajara
200803,20,3.7594984372653055,0.24321733863666165,Guipúzcoa
200803,21,2.2514942358316734,0.0,Huelva
200803,22,2.5778835676818024,0.0,Huesca
200803,23,2.218580078426494,0.0,Jaén
200803,24,2.2237809864421347,0.0,León
200803,25,3.7056888975389035,0.42190114358443886,Lérida
200803,26,2.2399017358778504,0.0,Logroño
200803,27,2.571442844383219,0.10892480388403294,Lugo
200803,28,2.4323112049713647,0.0,Madrid
200803,29,2.3952692971319287,0.0,Málaga
200803,30,2.0356364600354486,0.0,Murcia
200803,31,3.130475170011906,0.18669235763503467,Navarra
200803,32,2.5430249302525962,0.10922011798353892,Orense
200803,33,2.446058073553556,0.0,Oviedo
200803,34,2.2260457275903325,0.0,Palencia
200803,35,2.8001671466594686,0.06191154867450406,Las Palmas
200803,36,2.654744211864495,0.11633472032629968,Pontevedra
200803,37,2.1688496571608975,0.0,Salamanca
200803,38,3.1861396719973167,0.2935254093784319,Santa Cruz de Tenerife
200803,39,2.21210159335806,0.0,Santander
200803,40,2.2177473239288776,0.0,Segovia
200803,41,2.220252434625802,0.0,Sevilla
200803,42,2.242347464379097,0.0,Soria
200803,43,3.375303069172099,0.3095265643288622,Tarragona
200803,44,2.6481637328545085,0.0,Teruel
200803,45,2.1970084584646257,0.0,Toledo
200803,46,2.2868788748567774,0.0024333332882966264,Valencia
200803,47,2.2950970356873204,0.0,Valladolid
200803,48,3.5324379047551817,0.3163479146784968,Vizcaya
200803,49,2.178300770944564,0.0,Zamora
200803,50,2.6849626073061086,0.0,Zaragoza
200803,51,2.097120356530756,0.0,Ceuta
200803,52,2.0810733008474904,0.0,Melilla
201111,01,4.7793397011250205,0.38429621315693635,Álava
201111,02,2.427466345963114,0.0,Albacete
201111,03,2.531799368208041,0.03410452261077416,Alicante
201111,04,2.2961243757949825,0.0,Almería
201111,05,2.2000391021592334,0.0,Ávila
201111,06,2.4248049996304677,0.0,Badajoz
201111,07,2.814231661937771,0.01087767323293,Baleares
201111,08,4.583089622736054,0.34249610799434893,Barcelona
201111,09,2.524301374803357,0.0,Burgos
201111,10,2.3912939237397417,0.0,Cáceres
201111,11,2.8478750193300906,0.0,Cádiz
201111,12,2.604855074977565,0.04580170948356358,Castellón
201111,13,2.3601869341449264,0.0,Ciudad Real
201111,14,2.827682346928486,0.0,Córdoba
201111,15,2.7048688451871503,0.1191557210644751,La Coruña
201111,16,2.2864691805219253,0.0,Cuenca
201111,17,3.969963214541468,0.509372214609746,Gerona
201111,18,2.7088763806578466,0.0,Granada
201111,19,2.566286517358083,0.0,Guadalajara
201111,20,4.14647712914597,0.5781493422191449,Guipúzcoa
201111,21,2.6723313675584897,0.0,Huelva
201111,22,2.657594920863441,0.0,Huesca
201111,23,2.571569409608648,0.0,Jaén
201111,24,2.4499462106838075,0.0,León
201111,25,3.668691049470219,0.5109298774811009,Lérida
201111,26,2.408808928724641,0.0,Logroño
201111,27,2.3897200001486874,0.09309374221712631,Lugo
201111,28,2.831307491238096,0.0019902884705239625,Madrid
201111,29,2.7244215509065555,0.0,Málaga
201111,30,2.115729303738847,0.0,Murcia
201111,31,4.048821274051432,0.2824575032832066,Navarra
201111,32,2.373705747103349,0.09459412497703906,Orense
201111,33,3.8567459065048255,0.14875233156636392,Oviedo
201111,34,2.3721414051544487,0.0,Palencia
